1	1
1	23
1	761
1	507
1	202
1	1736
1	239
1	2017
1	2753
1	274
1	9
1	2738
1	708
1	3885
1	534
1	3340
1	4172
1	221
1	787
1	2301
1	88
1	2492
1	1787
1	309
1	1042
1	3424
1	106
1	76
1	33
1	195
1	1958
1	3007
1	3197
1	3898
1	2597
1	3616
1	1755
1	624
1	86
1	1198
1	107
1	524
1	535
1	1199
1	1024
1	70
1	3753
1	391
1	1940
1	8346
1	8374
1	860
1	4839
1	7470
1	847
1	45
1	2115
1	1080
1	1464
1	1572
1	2087
1	824
1	2566
1	1219
1	801
1	448
1	3805
1	831
1	817
1	2045
1	235
1	1470
1	2079
1	306
1	1446
1	273
1	514
1	2202
1	1396
1	2291
1	2734
1	8272
1	215
1	312
1	934
1	6164
1	299
1	2035
1	4262
1	4326
1	282
1	1193
1	367
1	3167
1	5797
1	742
1	4422
1	1882
1	6517
1	3841
1	1378
1	4078
1	3201
1	2333
1	1127
1	795
1	5496
1	3237
1	251
1	201
1	2000
1	589
1	4282
1	220
1	2095
1	2043
1	1031
1	41
1	4474
1	4777
1	7372
1	297
1	44
1	1442
1	1178
1	5826
1	8714
1	55
1	2209
1	316
1	757
1	925
1	8936
1	1423
1	1255
1	689
1	520
1	2710
1	37
1	899
1	1311
1	2225
1	866
1	903
1	10701
1	4344
1	719
1	3135
1	159
1	555
1	1856
1	1189
1	287
1	1272
1	1209
1	1790
1	3416
1	3345
1	3136
1	147
1	1871
1	422
1	1699
1	228
1	8140
1	2052
1	105
1	376
1	5144
1	3594
1	2825
1	476
1	1016
1	3447
1	553
1	2835
1	2379
1	99
1	1622
1	977
1	4074
1	576
1	1140
1	10579
1	108
1	1582
1	8759
1	1514
1	1076
1	2323
1	24
1	281
2	2
2	4890
3	3
3	2189
3	2371
3	553
3	666
3	24
3	1957
3	640
3	2435
3	297
3	3373
3	42
3	454
4	4
4	1167
4	4281
4	7208
4	1119
4	8853
4	9784
4	470
4	2936
4	7792
4	11329
5	5
5	259
5	1735
5	139
5	2172
5	280
5	2886
6	6
6	262
6	1595
6	1159
6	3388
6	3668
6	2457
6	1406
6	1656
6	4624
6	4741
6	49
6	628
6	5124
6	1978
6	1051
6	3160
6	1816
6	1612
6	3454
6	1085
6	7859
6	7902
6	562
6	575
6	998
6	523
6	2989
6	3366
6	591
6	1442
6	5172
6	2138
6	1851
6	1292
6	5376
6	597
6	860
6	7889
6	2023
6	385
6	895
6	1890
6	1604
6	8227
6	10019
6	2351
6	2081
6	5854
6	7
6	1409
6	6753
6	4949
6	3843
6	5050
6	67
6	544
6	293
6	706
6	4620
6	986
6	196
6	867
6	893
6	1349
6	790
6	1401
6	10912
6	1872
6	5322
6	1673
6	8554
6	4417
6	5787
6	4428
6	1317
6	1975
6	3989
6	1199
6	239
6	807
6	6764
6	10530
6	46
6	4808
6	252
6	50
6	8029
6	159
6	287
6	2687
6	458
6	7766
6	977
6	1646
6	1471
6	3522
6	246
6	11326
6	8769
6	166
7	7
7	895
8	8
9	9
9	218
9	83
10	10
10	22
10	1143
10	492
10	412
10	1529
10	498
10	312
10	297
10	5548
10	6
10	53
10	28
10	271
10	49
10	3005
10	258
10	1049
10	178
10	628
10	1507
10	1115
10	379
10	7
10	3214
10	736
10	1852
10	1466
10	388
10	287
10	274
10	3946
10	251
10	370
10	284
10	927
10	3441
10	440
10	252
10	3395
10	913
10	14
10	1948
10	1351
10	2306
10	860
10	1527
10	750
10	1572
10	1708
10	1407
10	1934
10	2500
10	7762
11	11
11	2074
11	3043
11	1938
11	6796
11	1023
11	6662
11	850
11	534
11	3642
11	3759
11	9540
11	4195
11	4268
11	5148
11	7
11	2359
11	10090
11	6047
11	3662
11	70
11	2719
11	445
11	4278
11	704
11	78
11	3793
11	3494
11	7365
12	12
12	1130
12	246
12	1839
12	2199
12	2278
12	167
12	3081
12	3650
12	2088
12	4878
12	773
12	3292
12	6450
12	6843
12	6948
12	3425
12	1683
