1|0.981186207728 0.850671904399 0.502545051853 0.629515258718 0.98656882177 0.94902944016 0.666492697288 0.698829985731 0.96246360958 0.570046997129 0.367451008492 1.08459428405 1.06999123644 0.769123600019 1.05740465956 0.584966749487 0.325544822468 0.705170716963 0.284999190969 0.811670848063
2|0.642452088322 0.874759319417 0.617129059107 1.04150076105 0.800760880833 0.981820867597 0.83587880936 0.653987459103 0.969250531666 0.676192899291 0.921231175973 0.921545262889 0.818483901583 0.498248007383 0.951516346686 0.459734639888 0.403929277338 0.968112849722 0.542954579237 0.76062271789
3|0.316303084456 0.976396138179 0.386567214957 0.9959410432 0.587815290112 0.606617930059 0.659907308795 1.02244338697 0.367234798478 0.704741097894 0.495920080669 0.86803011219 0.766837919077 0.728974404985 0.794584578585 0.374600542474 0.832007498993 0.605220406771 1.04395544275 0.709957980664
4|0.0861460489571 0.398407491552 0.0557300853128 0.909334826838 0.188135133109 0.489351549848 0.913283036779 0.181070844924 0.478309466912 0.667232797941 0.835362427791 0.707755998234 -0.0145962020507 0.383429437735 0.557710562944 0.664691372048 -0.0513278957145 0.229272798537 0.703414252129 0.710194724876
5|0.481370917469 0.446256008262 0.747582851598 0.622437037714 0.439097059241 0.875020805115 0.627600368233 0.248391395608 0.868992280884 1.12224320396 0.872260415277 1.12302159123 0.736463394694 0.35552179276 1.10493614352 0.951880898459 0.539520757152 0.926753080394 0.613408995725 0.783301731083
6|0.553221058834 0.917555206669 1.11367253721 0.612132090221 1.01483057202 0.617268737434 0.565039976135 1.0528607458 0.770856230789 0.744452970187 0.963675357299 1.06553925758 0.67565675515 0.826051495047 0.59323514898 0.923779848463 1.14519727653 0.724611562504 0.612848873501 0.645121625997
7|0.698612997408 0.96348786361 0.739689171986 0.651226088584 0.853236027772 0.848259958397 1.0636201563 1.04799672115 1.03902831343 1.02878483471 0.945225356305 1.07812662703 0.971581626589 1.02795903842 0.815390629093 0.693585488068 0.81624017805 0.827519240427 0.949671791016 0.71928031898
8|0.338505074772 1.11659618193 0.468103642034 1.09803395076 0.913358020314 0.813077406165 0.92017755849 1.00004827491 0.765318189977 0.406751260367 0.254790357916 0.958583074416 0.708441988207 0.729634471035 0.585624779152 0.739442347384 1.07277711123 0.460276364781 0.856050406116 0.726848111488
9|0.562577670023 0.741820586259 0.782375741381 0.84934641904 0.889330849427 0.662173558936 1.10311664191 0.690196360489 0.5920185213 0.588841068304 0.921188390235 1.12000890719 0.737891439993 0.811071257167 0.431378886576 0.667898459554 0.965082406584 0.786715277809 1.08744721944 0.792355932941
10|0.765488351613 1.10047164177 0.982933901981 0.641365130447 0.416186087375 0.755977875061 0.331192302659 0.548155721337 1.02957318442 1.01474636184 0.85578213076 0.380029892344 0.322562214115 0.899820867439 0.774719223636 0.489448893468 0.944802849511 0.544551341268 0.962682234126 0.375645429873
11|0.630284293732 0.892341323005 0.814179980929 0.76589007975 1.0359461496 0.593647675513 0.517437155046 0.868426916621 0.344998561126 0.715635271186 0.271107725208 0.737669377793 1.09016820054 0.616984437018 1.0628302277 0.566979644092 0.637718302011 0.873884307864 0.745136384 0.476655714596
12|0.728764496553 0.247266264175 0.836137581111 0.401938488192 0.8204852028 0.524774116586 0.829063210965 0.949488733802 0.144647462234 0.688996546657 0.923839497303 0.826019439637 0.703416996308 0.277863168468 0.20319304597 0.49158886915 0.862144730318 0.639127654417 0.356481817552 0.414045846613
13|0.294549278782 0.44426323359 0.72371929167 0.446280089817 0.311819328934 0.782377583097 0.269202323794 0.823432558344 0.191313262748 0.212369220944 0.929962307823 0.699004828092 1.06414816454 0.946883609497 1.02247932183 0.788746487725 0.229610166525 0.540469050641 0.781123423475 0.336183069974
14|1.04745504617 1.13277033156 1.01717791184 0.481304151099 0.732258109024 0.916102787226 0.526113943463 0.635544296719 0.506386670918 0.519943289071 1.04699078114 0.493473842167 0.631690001693 1.00063689147 0.646730443958 0.814274032745 0.437365353988 0.829492675446 0.945550911325 0.778568494387
15|0.363590800999 0.491044947 0.584657274596 0.930266741442 0.653906765048 1.1110314766 0.775747600546 0.0862920797495 0.313463191248 0.461815803195 0.718115512432 0.525638623712 0.588451176495 0.249455223639 0.964716982359 0.195374467686 0.927883469858 0.620711388775 0.781408521893 0.247443129393
16|0.664131201787 0.65898631218 0.79404807769 1.16376290864 0.834280003898 0.388522701682 0.436524522129 0.992278514207 0.518069771995 1.10212320967 0.585918416362 0.483369576649 0.250378131567 0.518992941031 0.468770392896 0.938387626934 0.89941450367 1.14533946142 0.757673398639 0.472915983307
17|0.608722144697 0.70901274686 0.655930460619 0.607486445166 0.4697300201 1.01695600218 0.37465887111 0.692977635775 0.315361524665 0.467430407262 0.259812253747 0.643849907842 0.518056491996 0.386257241733 0.783002647237 0.420897952612 0.591037671266 1.04928360915 0.869107567928 0.90537745125
18|1.08465333154 0.935460569698 0.495109051965 0.836077927664 0.840806198301 0.683258134802 0.998873032808 0.760894028856 0.666626374622 0.930178519935 0.583092820743 0.940603781595 0.464861524179 0.394620954532 1.13124967556 0.953606528995 1.11562318 0.891816022465 0.603192455856 0.802583349765
19|0.19218484136 0.463616019226 0.565077812396 0.786799938625 0.721194961285 0.91172059769 0.853289264854 0.43600976834 0.27551302684 0.298723038323 0.610910080873 0.835793850509 0.25697140464 0.0329948832924 0.412527817431 0.0893433157792 0.682479300689 0.832481516403 0.0871050060343 0.860183176133
20|0.739714251468 0.394646448882 0.848926098051 0.987456827045 0.298696519449 0.308194741079 1.03001461132 0.987278980734 0.534520424722 0.797831271186 0.782864037228 0.567184035652 0.81993847456 0.176860712462 0.654666149245 0.481512590586 0.273223839261 0.698559006318 0.0961551012836 0.186406540674
21|0.799923859821 0.346847387591 0.567467385538 0.461790599688 0.700045178562 0.755483339699 1.02124291767 0.253059211451 0.961612953362 0.806751015149 0.610414932824 0.447033748974 0.292419489717 0.993009119506 0.599188144842 0.486884827881 1.02437959413 0.576737242299 0.549368086217 0.426995104384
22|1.05206485375 0.862067546586 0.835062976738 0.554072691485 1.19742796264 0.888970693311 0.902880312253 0.589154797596 0.781842662812 1.24238014217 0.687614670947 0.961427100717 0.5493411602 0.643127409461 0.773131291703 0.652768974242 0.863551152798 0.788408793712 0.774293636783 0.676368521746
23|0.406316684937 0.826438510578 0.941355849247 0.729177031578 0.878788320063 0.329946462393 0.993723351559 0.734139264398 0.992141547421 0.642006107654 0.577659576537 0.749457416211 0.632500534003 0.419868541006 1.03627786783 1.05204822535 0.718193066167 0.551013756714 0.208368624023 0.609186627373
24|1.1308611886 1.05215251904 1.13698391938 0.610641540204 1.03761489095 1.03046800847 0.78118018474 0.618811824976 0.941049832052 0.72002780011 0.588113928115 0.932725856298 0.743497199641 0.690335979325 0.763585163279 0.769537493939 1.04511991639 0.616260180799 0.651511797718 0.793047031944
25|1.03474290923 0.33047657049 0.72160571951 0.441477812365 0.795243619123 0.358848494537 1.1659562944 0.25548841002 0.865258426477 0.932648435762 0.969341626621 0.843183498262 0.347588288317 0.338204430905 0.705523085301 0.763802169125 0.891409394326 0.939585625353 0.520977797887 0.452270474625
26|0.385782480347 0.859934314805 0.284741524632 0.627818298433 0.793667507805 0.920178636764 1.10322760971 0.706733891339 1.04981383285 0.606221138254 0.70150293236 0.695126857417 0.579686306645 0.345708509243 0.891420614939 0.965490294207 0.609161878702 0.798828535438 0.412045569102 0.539059081277
27|0.853468522511 0.720196995989 0.888797139034 0.82807569159 0.6564505108 0.363150330043 0.754918466889 0.381545612206 1.12441535774 0.28309999843 0.481471804449 0.958287386072 0.438222754386 0.730423195435 0.597525558952 0.314191130531 0.884379655302 1.04337231154 0.815313985773 0.431627258949
28|0.877983241095 0.790568974526 1.14200488271 0.784386989557 0.645124530691 0.788287649645 0.856997371635 1.02893779752 0.958975493466 0.862440928925 1.12227486508 0.617335868637 0.885268410573 0.679780581634 0.875212564442 0.596655160242 0.702172523526 0.885823378146 1.06267662335 1.04601284567
29|0.196588254964 0.914119606734 0.745390831336 0.760605464307 0.275792152732 0.516023355511 0.861308073011 0.165070129964 0.817630894919 0.913236794325 0.125386452791 1.01163695234 0.791683186701 0.782346778465 0.942133836082 0.482841360815 0.594950821984 0.616101703085 0.619769056965 0.478287755858
30|0.310631058781 0.629382680872 0.0315155567654 0.562661687978 0.741159637547 0.498084447125 0.147658091159 0.278330180073 0.766732915968 0.660370523998 0.691747600388 0.670152429827 0.770127725201 0.322596981091 0.463483829463 0.189969550719 0.279505664526 0.52381226646 0.694052538929 0.887645534095
31|0.585281245981 0.498380478481 0.524805662693 0.971175290175 0.668455889337 0.830678542917 0.306974303224 0.461391654085 0.968177359011 0.570403659409 0.713575387982 0.46032235033 0.432753985993 1.01101590529 0.35684426822 0.642401410166 0.703581088106 1.0084564881 0.394022157335 0.635210155023
32|0.829954699955 0.936331067402 1.10294633845 0.778969625032 0.861774456117 0.838512863667 0.441199421093 0.992748321207 0.53603707696 0.780655726803 0.933746572488 0.892336506164 0.25867785501 0.340230507354 0.704008646263 1.00775692458 0.652307590266 0.910595402081 0.784643709885 0.599248422041
33|0.195749341021 0.775746016041 0.859598189942 0.593533744589 0.59635280065 0.990954462629 0.62127581698 0.28377503264 0.29145512485 0.395523263057 0.704889791705 0.986085505316 0.924159073919 0.830818674737 0.96448865262 0.32835553132 0.792332404664 0.818054486009 0.616581702839 1.18620660871
34|0.939627157935 0.785717260544 0.283288334499 0.882205635903 0.398641582781 1.00861816893 0.470523669289 0.279929708933 0.257856453972 0.185622551834 0.146834242102 0.367337369976 0.929979597318 0.768997752161 0.741045624638 0.479105419761 0.518422770621 0.44910639285 0.68932457587 0.145418270043
35|0.501585294417 0.635683601213 0.379794385127 -0.020544246324 0.545953746327 0.00304141727834 0.424767152056 0.651297203262 0.879951964456 0.170651991882 0.671542406829 0.627732958011 0.654487225117 0.730158564803 0.766010225099 0.170288810091 0.568478880881 0.790601866871 0.798324637412 0.650362014703
36|0.697863734344 0.544771330147 0.699246953138 0.412903709545 0.990572293681 0.892244641241 0.845853081114 0.389392817448 0.979078802016 0.347934801797 0.951088487444 0.493345556615 0.566771021449 0.966934094866 0.683859232336 0.811328493736 0.707417369578 0.307141594768 0.569359518647 1.10693518722
37|0.782224059301 0.837217537032 0.980529490898 0.265607555062 0.740709089504 0.739347747931 0.670053490514 0.501598869738 0.26819226071 0.579740462326 0.796146185089 0.998767263351 0.878750807314 0.339888184752 0.480624743568 0.468347945241 0.661075245422 1.05020566491 0.495517485095 0.19890892557
38|1.09322382345 0.702280083504 0.753489855528 0.343568150981 1.01576628606 0.94755667458 0.494070758653 0.940282539739 0.990169127862 0.647128045067 0.583495013147 0.68564539658 0.815906147222 0.509883376063 0.986664955493 0.28843954795 0.873989351303 0.842796396797 0.267537061512 0.346679020515
39|0.312436163974 0.626591570811 0.762675367927 0.952599866341 0.531031152 0.906336047417 0.190162050543 0.914265907921 0.912004962721 0.738363679536 0.743267679272 0.374911421712 0.214597964561 0.703403520133 0.0345951306113 0.900417026206 1.0227681313 0.529732755549 0.939666585127 0.139064450317
40|0.247521389693 0.588441733876 0.798090689297 0.0716907969218 0.680902784539 0.733317560969 0.885944911908 0.708372909038 0.584416189694 0.204561633379 0.819596226094 -0.00562064416907 0.586208334863 0.419016167668 0.739461367073 0.367526594323 0.364702683483 0.256781399035 0.146853056657 0.248875313352
41|0.577131264975 1.04150887265 0.412003464195 0.850239791102 0.827933409642 0.691727199855 0.635623188022 1.07979831284 0.692285232762 0.396447164449 0.88866267057 0.916366539812 0.480575489402 0.367552899781 1.12285801233 0.827048363114 0.779041421546 0.313983548576 0.299567625973 0.902324333751
42|0.963497282634 0.702421252578 0.969488534578 0.599358336227 0.779751731325 0.840760918245 0.687968102794 0.673897895624 0.693627162157 0.771622169935 0.654172465017 0.739129867694 0.961222646759 0.799183359349 1.15682786583 0.968978930709 0.891724371326 0.59190428762 0.974539281971 0.979142793765
43|0.789919925368 0.761534893242 1.01318353881 0.731042737562 0.555421921644 0.879078152646 1.17042236762 1.02789697006 1.12101949376 0.768463725719 0.744263354758 1.0263902016 0.723302560394 0.710980488696 1.07592407643 0.386721180578 0.569575966976 0.452437206131 0.39890287874 0.726948071554
44|0.544621281582 0.685216559997 0.864096849998 0.583896622162 0.996746294935 0.78424756149 0.551996209064 0.728537805252 0.6568738747 0.756995265433 1.12609367066 0.687264426259 0.487172663021 0.915331386218 1.00891673812 0.738515902823 0.863489107096 1.05652741188 0.534418770036 0.768722780955
45|0.989414844145 0.794556209039 0.44072018554 0.571313230803 1.13903560805 0.994378782327 1.00915465296 0.827833238257 0.84718889242 0.636472174425 0.523494456676 0.81641104343 0.95344230367 0.78067858722 0.579816971746 0.487804639953 0.853098838644 0.868264652622 0.795919858159 0.979263016512
46|0.844522564604 0.560460813427 0.868746756259 0.624913414784 1.12071779757 1.00824933054 0.373450449556 0.740518649587 0.63520485282 1.15860626493 1.09760654932 0.821548785195 0.506960066296 0.812921261041 0.807954161417 0.752914221672 0.362447612449 0.422813813476 0.754085314917 0.908649020849
47|0.466859100161 0.316139837482 0.382837414499 0.657179761371 0.151631117423 0.833554038399 0.545012757084 0.406299604955 0.154129789055 0.401282617007 0.754304983531 0.869900097759 0.8852123466 0.960342105803 0.302920338135 0.877597976693 0.400951796256 0.692615696446 0.839589382677 0.209455804123
48|0.945822072431 0.455895777059 0.250742986562 0.937959961555 0.3420089842 0.890503933775 0.878554528752 0.670597244535 0.734005419077 0.306445778005 0.706454231317 0.217476214524 0.429082055192 0.640981850869 0.82738450989 0.283503866745 0.162235339745 0.836278593678 0.185264754631 0.786410861721
49|0.647801979256 1.02686585038 1.03908877556 0.675766329888 0.587442185684 0.541280738735 0.699736320125 0.615911268436 1.13307667267 0.737582408717 0.906650284538 0.928324417869 0.706528461253 1.00808992272 1.13801562717 0.858328391922 0.900628941753 0.804551499536 0.90768030523 0.532706398651
50|0.769428900364 0.188766440593 0.773618167597 0.558126142715 1.07941068236 0.676113644735 0.976849375111 0.468614907104 0.655075071139 0.246618110372 0.791599790629 1.01924890343 0.990163349252 0.972462599935 0.9387922735 0.241739268262 0.830821417259 0.647196550583 0.166792942318 0.395186179634
51|0.515937245335 0.152045165224 0.790366135839 0.837840912235 0.535716509528 0.242582529596 0.382820541466 0.595941088299 0.854213608126 0.599588095264 0.549915647266 0.221544438136 0.50655239792 0.808981166856 0.902203940543 0.520041742719 0.711110936932 0.62979718881 0.814373838942 0.670847034537
52|0.793504650015 0.693460293527 0.76066568103 0.188085678955 0.877841131986 0.735156626999 0.261429136358 0.292203636165 0.287976464993 0.719686488512 0.802491898057 0.730357855363 0.961381022888 0.421027139103 0.790647566218 0.145449992733 0.655079317986 0.169624261446 0.852712601153 0.691920076237
53|0.734288058155 0.878434478839 1.15588904976 0.673463492443 0.728835694842 0.520359219362 1.00886782567 0.861402700978 0.909271872153 0.742861052005 0.524364994578 0.9471462588 0.749725064061 0.859230187502 1.02844835991 0.851803342218 0.692406795251 0.663209879059 0.567838295243 0.678973985431
54|0.351468222 0.891932237128 0.608917714434 0.581224471708 0.562720826198 0.225864053669 0.974568103136 0.520197754396 0.431414898468 1.05738510478 0.694687137406 1.09637010514 0.565167636818 0.313804459286 0.833569544758 0.771848612256 0.914246666012 0.341138086272 0.3840059779 0.742958453274
55|0.189842108397 0.578240480546 0.585100754664 0.799326585516 0.934173979215 0.2045210606 0.387560504487 0.19945799725 0.858466811061 0.288004116321 0.897912434339 0.673864888194 0.147251608371 0.841870485996 0.750195872674 0.808433088188 0.31027540796 0.748457629122 0.333663764314 0.627128942649
56|0.780794953979 0.752822952442 0.220397447111 0.40914931614 0.631432890596 0.00240471531548 0.468052163354 0.699121937855 -0.0187799044301 0.349144457959 0.192436168908 0.423779685651 0.694654146079 0.720715097728 0.74773460352 0.726770193218 0.602963821192 -0.0826980567148 0.834478218736 0.417634470557
57|1.04227348013 0.332343421859 0.546761885556 0.680264498914 0.544251243775 1.04386190545 1.06258235876 1.04099080358 0.783892475576 0.602131537456 0.506931225434 0.877245232141 0.523914788374 0.772757270775 0.442941607073 0.619040642372 0.581782680653 0.890677150766 0.917093576226 0.633126294498
58|1.0571588465 0.46917507246 0.81238889459 0.737019463762 1.04992226034 0.782180644658 0.641668050334 0.726445206067 0.940159248598 0.593992243487 0.423979245517 0.650805465522 1.11982630489 0.661101539894 0.637091121837 1.09180456369 0.743409674987 0.45972795378 0.671648714919 0.968536787482
59|0.693744307757 0.714266055541 0.267189740218 0.604044571798 0.99769724902 0.547892351631 0.357846402685 0.509226341652 1.03638457717 0.66087806175 1.05679694838 0.172437786226 0.896367459833 1.08439815361 0.572569354202 1.11609778459 1.06406029031 1.0218376888 0.291925923755 0.695562962188
60|0.930050132104 0.165286882965 0.929268728132 0.639849682153 0.908235233314 0.634959999021 0.776252320973 0.886559313968 0.40791847944 0.653935567451 0.757495045265 0.691714624485 0.781878518569 0.513263500406 0.430887882949 0.510252171108 0.525725392049 0.404189910115 0.881570393721 0.887270102847
61|0.789923436786 0.0997567835337 0.644225240026 0.153175288645 0.51046826475 0.212547334323 0.626059330554 0.434848864492 0.93639665697 0.362445123622 0.179037344422 0.077966635269 0.328947620668 0.0444806061735 0.827804013865 0.638587310946 0.514190556294 0.632113279724 0.476274189105 0.106693118784
62|0.484953595884 0.894535447832 0.714187345181 0.679504302392 0.61175322704 0.363359659494 0.908645655403 0.282211218523 0.478178410159 0.3130374428 0.708319618691 1.12281686891 0.799008368501 0.694802258268 1.08038587065 1.06530046923 0.399069775862 0.496131781569 1.10583009945 0.967377838722
63|1.0387755386 0.639257859623 0.274864221739 0.742665042011 0.840445294595 0.373238791397 0.65341620607 0.947789518526 0.61693689091 0.489698915019 0.594307997807 1.18488311444 0.396366235257 0.496100099316 0.757022359595 0.620408568431 0.78986170489 0.246453391157 0.429023307727 1.06319334351
64|0.749395759896 0.430969760882 0.837206973706 1.10770523561 0.742038581617 1.08978702638 1.01428613651 0.559856210447 0.479401289346 0.610338691971 0.591868731525 0.803555094811 1.08048066318 0.449099953746 0.399546601146 0.274526689043 0.698827516006 0.48323254078 0.281702769226 0.82803629155
65|1.04182619625 0.971148182779 0.576503689774 0.764526165083 0.351975483551 0.794584195135 0.537260295434 0.235153981379 0.335292575303 0.224598450816 0.264197548391 0.949350212559 0.308667606229 0.751473442237 1.07744912669 0.85310366588 0.748663039883 0.991649362459 0.652497489792 0.393504436784
66|0.992091014657 0.436093019857 0.78640076328 0.898400140455 0.610268812941 0.525128815989 0.168720195461 0.00497337607008 0.446940295654 0.472283562424 0.053018172732 0.279767599283 0.144198327369 0.190149454302 -0.0226080237357 0.696665824639 0.728558254381 0.22046902078 0.426587503401 0.304585134832
67|0.737799093307 1.03910859611 1.0181281761 0.746142793973 0.534746003765 0.685932677573 0.811192450335 0.959588728176 0.991129175427 0.458779384249 0.54275899967 0.925315130329 0.94309199495 0.868012690566 0.617383169739 0.976079964776 0.450565441853 0.897172754916 0.870318356626 1.00123386449
68|0.831914923627 0.571692055177 0.656740276133 0.579210659893 0.0879877378168 0.260978972545 0.356081396446 0.581436731375 0.67669528283 0.263859460859 0.482238140395 -0.011580293019 0.326078960862 0.971175404783 0.830426736897 0.875540111261 0.403482535567 0.278415264448 0.22356041608 0.528225929784
